level,composer,title
5,"Olivia Lufkin","A Little Pain (NANA)"
5,"Satoru Kōsaki","God Knows... (The Melancholy of Haruhi Suzumiya)"
5,"Joe Hisaishi","The World of Mercy (Howl's Moving Castle)"
5,"Michiru Oshima","Trisha's Lullaby (Fullmetal Alchemist)"
5,"Yoko Shimomura","Kairi (Kingdom Hearts)"
5,"Cécile Corbel","The Moon Rises (Arrietty)"
5,"Yoko Shimomura","The Grand Finale (Mario & Luigi: Bowser's Inside Story)"
5,"Nobuo Uematsu","Vivi's Theme (Final Fantasy IX)"
5,"Junichi Masuda","Goldenrod City (Pokémon Gold/Silver)"
5,"Shoji Meguro","Last Surprise (Persona 5 - Ballad)"
5,"Ayase","Kaibutsu (Beastars)"
5,"Yugo Kanno","Giorno's Theme - Il Vento d'Oro (JoJo's Bizarre Adventure)"
5,"Yasunori Mitsuda","The Scars of Time (Chrono Cross)"
5,"Yasunori Mitsuda","Dream of the Shore Near Another World (Chrono Cross)"
5,"Yasunori Mitsuda","Radical Dreamers (Chrono Cross)"
5,"Takeru Kanazaki","Fodlan Winds (Fire Emblem: Three Houses)"
5,"Takeru Kanazaki","Between Heaven and Earth (Fire Emblem: Three Houses)"
5,"Takeru Kanazaki","The Edge of Dawn (Seasons of Warfare)"
5,"Hiroki Morishita","ID (Purpose) (Fire Emblem: Awakening)"
5,"Rei Kondoh","Don't Speak Her Name! (Fire Emblem: Awakening)"
5,"Yuka Tsujiyoko","Divine Decree (Ablaze) (Fire Emblem: Awakening)"
5,"Yasunori Nishiki","Victor's Hollow (Octopath Traveler)"
5,"Yasunori Nishiki","My Quiet Forest Home (Octopath Traveler)"
5,"Yasunori Nishiki","For Treasure (Octopath Traveler)"
5,"Yasunori Mitsuda","The One Who Is Torn Apart (Xenogears)"
5,"Yasunori Mitsuda","Stairs of Light (Xenogears)"
5,"Yasunori Mitsuda","Bonds of Sea and Fire (Xenogears)"
5,"ACE+","Drifting Soul (Xenoblade Chronicles 2)"
5,"Kenji Hiramatsu","Counterattack (Xenoblade Chronicles 2)"
5,"ACE+","Gaur Plain (Xenoblade Chronicles)"
5,"ACE+","Engage the Enemy (Xenoblade Chronicles)"
5,"ACE+","You Will Know Our Names (Xenoblade Chronicles)"
5,"Nicholas Hooper","Dumbledore's Farewell (Harry Potter and the Half-Blood Prince)"
5,"Nicholas Hooper","Harry and Hermione"
5,"Nicholas Hooper","The Weasley Stomp"
5,"Alexandre Desplat","Slytherin's Locket"
5,"Alexandre Desplat","Ron Leaves"
5,"Alexandre Desplat","The Tale of the Three Brothers"
5,"Alexandre Desplat","Battle of Hogwarts"
5,"Alexandre Desplat","A New Beginning (Harry Potter)"
5,"Alexandre Desplat","Deathly Hallows"
5,"Nicholas Hooper","The Kiss (Harry Potter)"
5,"Nicholas Hooper","Journey to the Cave"
5,"Nicholas Hooper","The Drink of Despair"
5,"Nicholas Hooper","Farewell Aragog"
5,"Nicholas Hooper","Possession (Order of the Phoenix)"
5,"Nicholas Hooper","The Ministry of Magic"
5,"Nicholas Hooper","The Room of Requirement"
5,"John Williams","Aunt Marge's Waltz"
5,"John Williams","The Knight Bus"
5,"John Williams","Hagrid the Professor"
5,"John Williams","Saving Buckbeak"
5,"John Williams","The Patronus Light"
5,"John Williams","The Whomping Willow and The Snowball Fight"
5,"John Williams","Introducing the Golden Trio"
5,"John Williams","The Arrival of Baby Harry"
5,"John Williams","The Flying Car"
5,"John Williams","Voldemort"
5,"John Williams","Quidditch, Third Year"
5,"John Williams","The Portrait Gallery"
5,"John Williams","Hogwarts Forever! & The Moving Stairs"
5,"John Williams","Christmas at Hogwarts"
5,"John Williams","Platform Nine-and-Three-Quarters and The Journey to Hogwarts"
5,"John Williams","Mr. Longbottom Flies"
5,"John Williams","The Norwegian Ridgeback and A Change of Season"
5,"Clint Mansell","Requiem for a Dream - Lux Aeterna (Orchestral Piano Reduction)"
5,"Clint Mansell","The Fountain - Death is the Road to Awe"
5,"Clint Mansell","Moon - Welcome to Lunar Industries"
5,"Clint Mansell","Black Swan - A Swan Song (for Nina)"
5,"Clint Mansell","Noah - In the Garden of Eden"
5,"John Williams","Duel of the Fates (Full Piano Arr.)"
5,"John Williams","Battle of the Heroes (Full Piano Arr.)"
5,"John Williams","The Asteroid Field (Full Piano Arr.)"
5,"Ludwig Göransson","The Mandalorian Theme (Full Arr.)"
5,"Ludwig Göransson","The Book of Boba Fett (Full Arr.)"
5,"Hans Zimmer","Dune - Ripples in the Sand"
5,"Hans Zimmer","Dune - Leaving Caladan"
5,"Hans Zimmer & Benjamin Wallfisch","Blade Runner 2049 - Mesa"
5,"Hans Zimmer","Man of Steel - Flight"
5,"Hans Zimmer","The Dark Knight Rises - Rise"
5,"Hans Zimmer","Sherlock Holmes - I Never Woke Up in Handcuffs Before"
5,"Hans Zimmer","Pirates of the Caribbean - At Wit's End"
5,"Hans Zimmer","King Arthur - Woad to Ruin"
5,"Hans Zimmer","The Da Vinci Code - 503"
5,"Hans Zimmer","Angels & Demons - 160 BPM"
5,"Steve Jablonsky","Transformers - Arrival to Earth"
5,"Steve Jablonsky","The Island - My Name is Lincoln"
5,"James Newton Howard","Blood Diamond - Solomon Vandy"
5,"James Newton Howard","The Sixth Sense - Main Theme"
5,"James Newton Howard","The Village - The Gravel Road"
5,"James Newton Howard","King Kong - Central Park"
5,"James Newton Howard","Signs - Main Theme"
5,"Hans Zimmer & James Newton Howard","Batman Begins - Eptesicus"
5,"Hans Zimmer & James Newton Howard","Batman Begins - Corynorhinus"
5,"Hans Zimmer","The Dark Knight - I'm Not a Hero"
5,"Hans Zimmer","The Dark Knight - Harvey Two-Face"
5,"Hans Zimmer","Inception - Dream is Collapsing"
5,"Hans Zimmer","Inception - Old Souls"
5,"Hans Zimmer","Interstellar - Mountains"
5,"Hans Zimmer","Interstellar - Detach"
5,"Hans Zimmer & Lisa Gerrard","Gladiator - The Battle"
5,"Hans Zimmer & Lisa Gerrard","Gladiator - Barbarian Horde"
5,"Hans Zimmer","The Last Samurai - Spectres in the Fog"
5,"Hans Zimmer","The Last Samurai - A Small Measure of Peace"
5,"Andy Dodd & Adam Watts","Gotta Go My Own Way (High School Musical 2)"
5,"Jamie Houston","Everyday (High School Musical 2)"
5,"Matthew Gerrard & Robbie Nevil","Right Here, Right Now (High School Musical 3)"
5,"Adam Anders & Nikki Hassman","Can I Have This Dance (High School Musical 3)"
5,"Coldplay","A Sky Full of Stars (Coldplay)"
5,"Coldplay","Paradise (Coldplay)"
5,"Adele & Eg White","Chasing Pavements (Adele)"
5,"Adele & Ryan Tedder","Rumour Has It (Adele)"
5,"Lin-Manuel Miranda","My Shot (Hamilton)"
5,"Lin-Manuel Miranda","The Room Where It Happens (Hamilton)"
5,"Lin-Manuel Miranda","You'll Be Back (Hamilton)"
5,"Lin-Manuel Miranda","Guns and Ships (Hamilton)"
5,"Lin-Manuel Miranda","Non-Stop (Hamilton)"
5,"Andrew Lloyd Webber","The Phantom of the Opera - Main Theme"
5,"Andrew Lloyd Webber","Music of the Night (The Phantom of the Opera)"
5,"Andrew Lloyd Webber","All I Ask of You (The Phantom of the Opera)"
5,"Andrew Lloyd Webber","Think of Me (The Phantom of the Opera)"
5,"Andrew Lloyd Webber","Wishing You Were Somehow Here Again (The Phantom of the Opera)"
5,"Claude-Michel Schönberg","I Dreamed a Dream (Les Misérables)"
5,"Claude-Michel Schönberg","On My Own (Les Misérables)"
5,"Claude-Michel Schönberg","Castle on a Cloud (Les Misérables)"
5,"Claude-Michel Schönberg","Stars (Les Misérables)"
5,"Claude-Michel Schönberg","Bring Him Home (Les Misérables)"
5,"Claude-Michel Schönberg","A Heart Full of Love (Les Misérables)"
5,"Claude-Michel Schönberg","Do You Hear the People Sing? (Les Misérables)"
5,"Claude-Michel Schönberg","Master of the House (Les Misérables)"
5,"Claude-Michel Schönberg","One Day More (Les Misérables)"
5,"Claude-Michel Schönberg","Empty Chairs at Empty Tables (Les Misérables)"
5,"Claude-Michel Schönberg","Suddenly (Les Misérables film)"
5,"Andrew Lloyd Webber","Don't Cry for Me Argentina (Evita)"
5,"Andrew Lloyd Webber","Memory (Cats)"
5,"Andrew Lloyd Webber","Gethsemane (I Only Want to Say) (Jesus Christ Superstar)"
5,"Andrew Lloyd Webber","Superstar (Jesus Christ Superstar)"
5,"John Kander","Cabaret (Cabaret)"
5,"John Kander","Maybe This Time (Cabaret)"
5,"John Kander","Willkommen (Cabaret)"
5,"Stephen Sondheim","Send in the Clowns (A Little Night Music)"
5,"Stephen Sondheim","Being Alive (Company)"
5,"Stephen Sondheim","Losing My Mind (Follies)"
5,"Stephen Sondheim","Not While I'm Around (Sweeney Todd)"
5,"Stephen Sondheim","Johanna (Sweeney Todd)"
5,"Stephen Sondheim","Agony (Into the Woods)"
5,"Stephen Sondheim","Giants in the Sky (Into the Woods)"
5,"Stephen Sondheim","Children Will Listen (Into the Woods)"
5,"Richard Rodgers","Some Enchanted Evening (South Pacific)"
5,"Richard Rodgers","Getting to Know You (The King and I)"
5,"Richard Rodgers","Oh, What a Beautiful Mornin' (Oklahoma!)"
5,"Richard Rodgers","You'll Never Walk Alone (Carousel)"
5,"Richard Rodgers","The Sound of Music (The Sound of Music)"
5,"Richard Rodgers","Climb Ev'ry Mountain (The Sound of Music)"
5,"Richard Rodgers","Sixteen Going on Seventeen (The Sound of Music)"
5,"Richard Rodgers","So Long, Farewell (The Sound of Music)"
5,"John Farrar","Grease - Hopelessly Devoted to You"
5,"Louis St. Louis & Scott Simon","Grease - Sandy"
5,"Jim Jacobs & Warren Casey","Grease - Beauty School Dropout"
5,"Michael Gore","Fame (Fame)"
5,"Michael Gore","Out Here on My Own (Fame)"
5,"Galt MacDermot","Aquarius (Hair)"
5,"Galt MacDermot","Let the Sunshine In (Hair)"
5,"Stephen Schwartz","Corner of the Sky (Pippin)"
5,"Stephen Schwartz","Magic to Do (Pippin)"
5,"Marvin Hamlisch","I Hope I Get It (A Chorus Line)"
5,"Marvin Hamlisch","What I Did for Love (A Chorus Line)"
5,"Marvin Hamlisch","One (A Chorus Line)"
5,"Andrew Lloyd Webber","The Music of the Night (Advanced)"
5,"Claude-Michel Schönberg","The Last Night of the World (Miss Saigon)"
5,"Claude-Michel Schönberg","Sun and Moon (Miss Saigon)"
5,"Claude-Michel Schönberg","Bui Doi (Miss Saigon)"
5,"Claude-Michel Schönberg","I'd Give My Life for You (Miss Saigon)"
5,"Claude-Michel Schönberg","The American Dream (Miss Saigon)"
5,"John Kander","Cell Block Tango (Chicago - Full Version)"
5,"John Kander","All That Jazz (Chicago - Full Version)"
5,"John Kander","Roxie (Chicago)"
5,"John Kander","Mr. Cellophane (Chicago)"
5,"John Kander","We Both Reached for the Gun (Chicago)"
5,"Henry Krieger","And I Am Telling You I'm Not Going (Dreamgirls)"
5,"Henry Krieger","One Night Only (Dreamgirls)"
5,"Henry Krieger","Steppin' to the Bad Side (Dreamgirls)"
5,"Charles Strouse","It's a Hard Knock Life (Annie)"
5,"Charles Strouse","You're Never Fully Dressed Without a Smile (Annie)"
5,"Charles Strouse","Easy Street (Annie)"
5,"Benj Pasek & Justin Paul","Sincerely Me (Dear Evan Hansen)"
5,"Benj Pasek & Justin Paul","Requiem (Dear Evan Hansen)"
5,"Benj Pasek & Justin Paul","Words Fail (Dear Evan Hansen)"
5,"Benj Pasek & Justin Paul","So Big / So Small (Dear Evan Hansen)"
5,"Irene Sankoff & David Hein","Come From Away - Welcome to the Rock"
5,"Irene Sankoff & David Hein","Come From Away - Me and the Sky"
5,"Sara Bareilles","Waitress - She Used to Be Mine"
5,"Sara Bareilles","Waitress - When He Sees Me"
5,"Robert Lopez, Trey Parker, Matt Stone","The Book of Mormon - I Believe"
5,"Robert Lopez, Trey Parker, Matt Stone","The Book of Mormon - Hello!"
5,"Cyndi Lauper","Kinky Boots - The History of Wrong Guys"
5,"Cyndi Lauper","Kinky Boots - Soul of a Man"
5,"Frank Wildhorn","Into the Fire (The Scarlet Pimpernel)"
5,"Frank Wildhorn","This Is the Moment (Jekyll & Hyde)"
5,"Stephen Flaherty","Once Upon a December (Anastasia musical)"
5,"Stephen Flaherty","Journey to the Past (Anastasia musical)"
5,"Toby Marlow & Lucy Moss","Heart of Stone (Six)"
5,"Toby Marlow & Lucy Moss","Don't Lose Ur Head (Six)"
5,"Toby Marlow & Lucy Moss","Get Down (Six)"
5,"Toby Marlow & Lucy Moss","All You Wanna Do (Six)"
5,"Toby Marlow & Lucy Moss","I Don't Need Your Love (Six)"
5,"Toby Marlow & Lucy Moss","Six (Six)"
5,"Sara Bareilles","Opening Up (Waitress)"
5,"Sara Bareilles","Bad Idea (Waitress)"
5,"Sara Bareilles","Everything Changes (Waitress)"
5,"Stephen Schwartz","No Good Deed (Wicked)"
5,"Jason Robert Brown","The Last Five Years - Still Hurting"
5,"Jason Robert Brown","The Last Five Years - I'm a Part of That"
5,"Jason Robert Brown","The Last Five Years - A Summer in Ohio"
5,"Jason Robert Brown","The Last Five Years - The Next Ten Minutes"
6,"Toru Kitajima","Unravel (Tokyo Ghoul - Acoustic/Ballad Ver.)"
6,"Revo","Guren no Yumiya (Attack on Titan - Ballad Ver.)"
6,"Joe Hisaishi","Merry-Go-Round of Life (Advanced Arrangement)"
6,"Joe Hisaishi","Letting Go (A solo piano piece)"
6,"ryo (supercell)","My Dearest (Guilty Crown)"
6,"ryo (supercell)","Kimi no Shiranai Monogatari (Bakemonogatari)"
6,"Toby Fox","Megalovania (Undertale - Complex Arrangement)"
6,"Nobuo Uematsu","To Zanarkand (Advanced Concert Arrangement)"
6,"Yuki Kajiura","A Tender Feeling (Sword Art Online)"
6,"Masashi Hamauzu","Blinded by Light (Final Fantasy XIII)"
6,"Nobuo Uematsu","Vamo' alla Flamenco (Final Fantasy IX)"
6,"Utada Hikaru","Hikari (Kingdom Hearts - Concert Arr.)"
6,"Hiroyuki Sawano","ətˈæk 0N tάɪtn (Attack on Titan)"
6,"Yuki Kajiura","Swordland (Sword Art Online)"
6,"Keiichi Okabe","A Beautiful Song (Nier: Automata)"
6,"Nobuo Uematsu","Tifa's Theme (Advent Children Ver.)"
6,"Yasunori Nishiki","Decisive Battle (Octopath Traveler)"
6,"Yasunori Mitsuda","Wind Scene (Chrono Trigger)"
6,"Toby Fox","Hopes and Dreams (Undertale)"
6,"Nobuo Uematsu","Main Theme of Final Fantasy VII (Full ver.)"
6,"Yoko Shimomura","The Other Promise (Kingdom Hearts II)"
6,"Shoji Meguro","The Almighty (Persona 4)"
6,"Masayoshi Soken","La-Hee! (Final Fantasy XIV)"
6,"Takeru Kanazaki","Main Theme (Fire Emblem: Three Houses)"
6,"FLOW","Colors (Code Geass)"
6,"Arianne","Komm, süsser Tod (The End of Evangelion)"
6,"Keiichi Okabe","The Wretched Automatons (Nier: Automata)"
6,"Nobuo Uematsu","Otherworld (Final Fantasy X)"
6,"Nobuo Uematsu","Fleeting (Final Fantasy X)"
6,"Yasuharu Takanashi","This is a Fight to the Death! (Advanced ver.)"
6,"Yoko Shimomura","APOCALYPSIS NOCTIS (Final Fantasy XV)"
6,"Hiroyuki Sawano","Vogel im Kafig (with vocals melody)"
6,"Nobuo Uematsu","Terra's Theme (Final Fantasy VI - Concert Arr.)"
6,"Thomas Bergersen","Heart of Courage (Two Steps from Hell)"
6,"RADWIMPS","Zenzenzense (Your Name.)"
6,"Motoi Sakuraba","Hometown of Stars (Tales of Symphonia)"
6,"Shoji Meguro","Reach Out To The Truth (Persona 4)"
6,"Masashi Hamauzu","The Sunleth Waterscape (Final Fantasy XIII)"
6,"Jeremy Soule","The Song of the Dragonborn (Skyrim - Piano Arr.)"
6,"Alexandre Desplat","Courtyard Apocalypse (Harry Potter and the Deathly Hallows Part 2)"
6,"Alexandre Desplat","Lily's Theme"
6,"John Williams","Hedwig's Theme (Virtuosic simplified)"
6,"John Williams","A Window to the Past (Advanced Arrangement)"
6,"Nicholas Hooper","Dumbledore's Army (Advanced Arrangement)"
6,"Hans Zimmer","S.T.A.Y. (Interstellar - Full Piano Solo)"
6,"Hans Zimmer","Mombasa (Inception - Piano Arr.)"
6,"Hans Zimmer & Lisa Gerrard","The Battle (Gladiator)"
6,"Hans Zimmer","Jack Sparrow (Pirates of the Caribbean)"
6,"Hans Zimmer","The Kraken (Pirates of the Caribbean)"
6,"Hans Zimmer","Davy Jones Suite (At World's End)"
6,"Hans Zimmer","Parlay (Pirates of the Caribbean)"
6,"Hans Zimmer","What Shall We Die For (Pirates of the Caribbean)"
6,"Hans Zimmer","I Don't Think Now Is The Best Time (Pirates of the Caribbean)"
6,"Max Richter","On the Nature of Daylight"
6,"Max Richter","Vladimir's Blues"
6,"Max Richter","Infra 5"
6,"Max Richter","Spring 1 (Vivaldi Recomposed)"
6,"Ólafur Arnalds","-mas"
6,"Ólafur Arnalds","Ljósið"
6,"Ólafur Arnalds","Tomorrow's Song"
6,"Ólafur Arnalds","Fyrsta"
6,"Ólafur Arnalds","Erla's Waltz"
6,"Dustin O'Halloran","Petricor"
6,"Dustin O'Halloran","Opus 23"
6,"Dustin O'Halloran","We Move Lightly"
6,"Dustin O'Halloran","An Ending, a Beginning"
6,"Max Richter","The Departure (The Leftovers)"
6,"Carlos Rafael Rivera","Main Theme (The Queen's Gambit)"
6,"Nicholas Britell","Main Theme (Succession)"
6,"Kyle Dixon & Michael Stein","Main Theme (Stranger Things - Piano Arr.)"
6,"Hans Zimmer","Main Theme (The Crown)"
6,"Hildur Guðnadóttir","Main Theme (Chernobyl)"
6,"Ludwig Göransson","Main Theme (The Mandalorian)"
6,"Ludwig Göransson","Main Theme (Tenet - Piano Arr.)"
6,"Lynyrd Skynyrd","Free Bird (Piano Solo Arr.)"
6,"Queen","Bohemian Rhapsody (Intermediate-Advanced Arr.)"
6,"Led Zeppelin","Stairway to Heaven (Piano Arr.)"
6,"Eagles","Hotel California (Piano Arr.)"
6,"Freddie Mercury","Don't Stop Me Now (Queen)"
6,"Elton John","Your Song (Elton John)"
6,"Elton John","Rocket Man (Elton John)"
6,"Elton John","Tiny Dancer (Elton John)"
6,"Billy Joel","Piano Man (Billy Joel)"
6,"Billy Joel","Scenes from an Italian Restaurant (Billy Joel)"
6,"Billy Joel","New York State of Mind (Billy Joel)"
6,"Joe Hisaishi","The Path of the Wind (Concert Arrangement)"
6,"Joe Hisaishi","One Summer's Day (Concert Arrangement)"
6,"Joe Hisaishi","Princess Mononoke (Concert Arrangement)"
6,"Joe Hisaishi","The Legend of Ashitaka (Concert Arrangement)"
6,"Joe Hisaishi","Porco Rosso - Bygone Days"
6,"Joe Hisaishi","Nausicaä of the Valley of the Wind - Opening"
6,"Joe Hisaishi","The Wind Forest (My Neighbor Totoro - Advanced)"
6,"Joe Hisaishi","The Sixth Station (Spirited Away)"
6,"Nobuo Uematsu","The Crisis (Final Fantasy VII - Simplified)"
6,"Nobuo Uematsu","J-E-N-O-V-A (Simplified)"
6,"Nobuo Uematsu","Opening - Bombing Mission (FFVII)"
6,"Nobuo Uematsu","Cosmo Canyon (FFVII)"
6,"Nobuo Uematsu","The Great Warrior (FFVII)"
6,"Nobuo Uematsu","On the Other Side of the Mountain (FFVII)"
6,"Clint Mansell","Requiem for a Dream - Coney Island Dreaming"
6,"Clint Mansell","Requiem for a Dream - Marion Barfs"
6,"Clint Mansell","The Fountain - Holy Dread!"
6,"Clint Mansell","Pi - Main Theme"
6,"John Williams","Indiana Jones and the Temple of Doom - Slave Children's Crusade"
6,"John Williams","Indiana Jones and the Last Crusade - No Ticket"
6,"John Williams","Star Wars - The Cantina Band (Full Arr.)"
6,"John Williams","Star Wars - The Throne Room and End Title (Full Arr.)"
6,"John Williams","E.T. - Over the Moon"
6,"John Williams","Jaws - Out to Sea"
6,"John Williams","Close Encounters of the Third Kind - The Conversation"
6,"John Williams","Superman - The Planet Krypton"
6,"John Williams","Hook - The Lost Boys Ballet"
6,"John Williams","Home Alone - Star of Bethlehem (Advanced)"
6,"Howard Shore","The Lord of the Rings - The Uruk-hai"
6,"Howard Shore","The Lord of the Rings - The Black Rider"
6,"Howard Shore","The Lord of the Rings - Isengard Unleashed"
6,"Howard Shore","The Hobbit - An Unexpected Party"
6,"Howard Shore","The Hobbit - Misty Mountains (Full Arr.)"
6,"Rob Dougan","The Matrix - Clubbed to Death"
6,"Juno Reactor & Don Davis","The Matrix Revolutions - Navras"
6,"Ramin Djawadi","Game of Thrones - A Song of Ice and Fire"
6,"Ramin Djawadi","Game of Thrones - Winds of Winter"
6,"Ramin Djawadi","Game of Thrones - The Last of the Starks"
6,"Ramin Djawadi","Westworld - No One's Controlling Me"
6,"Thomas Bergersen","Protectors of the Earth (Two Steps from Hell)"
6,"Thomas Bergersen","Victory (Two Steps from Hell)"
6,"Thomas Bergersen","El Dorado (Two Steps from Hell)"
6,"Thomas Bergersen","Star Sky (Two Steps from Hell)"
6,"Thomas Bergersen","Blackheart (Two Steps from Hell)"
6,"Thomas Bergersen","Flight of the Silverbird (Two Steps from Hell)"
6,"Antonina Armato & Tim James","Bet On It (High School Musical 2 - Advanced)"
6,"David Lawrence & Faye Greenberg","Scream (High School Musical 3 - Advanced)"
6,"Ed Sheeran & Johnny McDaid","Photograph (Ed Sheeran - Advanced)"
6,"John Legend & Toby Gad","All of Me (John Legend - Advanced)"
6,"Lewis Capaldi","Someone You Loved (Lewis Capaldi - Advanced)"
6,"Leonard Cohen","Hallelujah (Leonard Cohen - Advanced Piano Solo)"
6,"Adele & Paul Epworth","Rolling in the Deep (Adele - Advanced)"
6,"Eminem, Rihanna, etc.","Love the Way You Lie (Rihanna & Eminem - Piano Solo)"
6,"Axl Rose","November Rain (Guns N' Roses)"
6,"Florence Welch & Isabella Summers","Dog Days Are Over (Florence + The Machine)"
6,"Florence Welch & Isabella Summers","Cosmic Love (Florence + The Machine)"
6,"Florence Welch & Paul Epworth","Shake It Out (Florence + The Machine)"
6,"Florence Welch & Rick Nowels","To Be Human (Sia)"
6,"Sia & Dan Carey","Breathe Me (Sia)"
6,"Sia & Diplo","Elastic Heart (Sia)"
6,"Stevie Nicks","Landslide (Fleetwood Mac)"
6,"Fleetwood Mac","The Chain (Fleetwood Mac)"
6,"Lindsey Buckingham","Go Your Own Way (Fleetwood Mac)"
6,"Stevie Nicks","Dreams (Fleetwood Mac)"
6,"Paul Simon","Bridge Over Troubled Water (Simon & Garfunkel)"
6,"Queen","Bohemian Rhapsody (Full piano part)"
6,"Freddie Mercury","Killer Queen (Queen)"
6,"Freddie Mercury","Love of My Life (Queen)"
6,"Elton John","Benny and the Jets (Elton John)"
6,"Elton John","Goodbye Yellow Brick Road (Elton John)"
6,"Billy Joel","Vienna (Billy Joel)"
6,"Billy Joel","She's Always a Woman (Billy Joel)"
6,"Billy Joel","The Longest Time (Billy Joel)"
6,"Billy Joel","Angry Young Man (Billy Joel)"
6,"Billy Joel","Prelude / Angry Young Man (Billy Joel)"
6,"Billy Joel","Root Beer Rag (Billy Joel)"
6,"Various","James Bond Medley (Concert Arr.)"
6,"David Arnold & Michael Price","Sherlock - The Game is On"
6,"Murray Gold","Doctor Who - I Am The Doctor"
6,"Murray Gold","Doctor Who - The Shepherd's Boy"
6,"Marcin Przybyłowicz","The Witcher 3 - The Fields of Ard Skellig"
6,"Marcin Przybyłowicz","The Witcher 3 - Geralt of Rivia"
6,"Jack Wall","Mass Effect - Vigil"
6,"Clint Mansell","Mass Effect 3 - Leaving Earth"
6,"Martin O'Donnell & Michael Salvatori","Halo - Main Theme (Piano Arr.)"
6,"Trevor Morris","Dragon Age: Inquisition - Main Theme"
6,"Inon Zur","Fallout 4 - Main Theme"
6,"Christopher Tin","Civilization IV - Baba Yetu"
6,"Russell Brower","World of Warcraft - Wrath of the Lich King (Invincible)"
6,"Glenn Stafford","Starcraft - Terran Theme 1"
6,"Matt Uelmen","Diablo - Tristram Village"
6,"Jeremy Soule","The Elder Scrolls: Morrowind - Nerevar Rising"
6,"Jeremy Soule","The Elder Scrolls: Oblivion - Reign of the Septims"
6,"Alan Silvestri","The Avengers - Overture"
6,"Alan Silvestri","Back to the Future - Overture (Advanced)"
6,"Danny Elfman","The Nightmare Before Christmas - Overture"
6,"Danny Elfman","Batman (1989) - Descent into Mystery"
6,"Michael Giacchino","The Incredibles - Kronos Unveiled"
6,"Michael Giacchino","Star Trek (2009) - That New Car Smell"
6,"Michael Giacchino","Ratatouille - Wall Rat"
6,"Michael Giacchino","Up - Carl Goes Up"
6,"Kristen Anderson-Lopez & Robert Lopez","WandaVision - Main Theme Medley"
6,"Natalie Holt","Loki - TVA Theme"
6,"Henry Jackman","The Falcon and the Winter Soldier - Main Theme"
6,"Christophe Beck","Hawkeye - Main Theme"
6,"Ramin Djawadi","Game of Thrones - The Winds of Winter (Advanced)"
6,"Radiohead / Ramin Djawadi","Westworld - Exit Music (For a Film)"
6,"Hans Zimmer","Interstellar - Day One"
6,"Hans Zimmer","The Dark Knight - Aggressive Expansion"
6,"Hans Zimmer","Inception - 528491"
6,"Hans Zimmer","The Holiday - Gumption"
6,"Hans Zimmer","Dune - Paul's Dream (Advanced)"
6,"Jóhann Jóhannsson","Arrival - Kangaru"
6,"Jonny Greenwood","Phantom Thread - For the Hungry Boy"
6,"Jonny Greenwood","The Power of the Dog - Main Theme"
6,"Jonny Greenwood","There Will Be Blood - Prospector's Quartet"
6,"Nicholas Britell","Moonlight - The Middle of the World"
6,"Nicholas Britell","If Beale Street Could Talk - Agape"
6,"Trent Reznor & Atticus Ross","The Social Network - A Familiar Taste"
6,"Trent Reznor & Atticus Ross","Mank - Main Theme"
6,"Trent Reznor & Atticus Ross","The Girl with the Dragon Tattoo - Main Theme"
6,"Antonio Sánchez","Birdman - Main Theme"
6,"Justin Hurwitz","La La Land - Herman's Habit"
6,"Justin Hurwitz","Whiplash - Overture"
6,"Howard Shore","The Lord of the Rings - The Grey Havens"
6,"Howard Shore","The Lord of the Rings - Concerning Hobbits (Full Arr.)"
6,"James Horner","Titanic - Southampton"
6,"James Horner","Titanic - The Sinking"
6,"James Horner","Avatar - War"
6,"James Horner","Braveheart - The Secret Wedding"
6,"James Horner","Apollo 13 - End Credits"
6,"James Horner","Field of Dreams - The Drive Home"
6,"James Horner","Jumanji - Main Theme"
6,"Alan Silvestri","Forrest Gump - Suite"
6,"Alan Silvestri","Captain America: The First Avenger - Main March"
6,"Alan Silvestri","Predator - Main Theme"
6,"Alan Silvestri","Who Framed Roger Rabbit - Main Theme"
6,"Alan Silvestri","The Mummy Returns - Main Theme"
6,"Alan Silvestri","Ready Player One - Main Theme"
6,"Alan Silvestri","The Abyss - Main Theme"
6,"Danny Elfman","Beetlejuice - The Wedding"
6,"Danny Elfman","Pee-wee's Big Adventure - Breakfast Machine"
6,"Danny Elfman","Mars Attacks! - Main Theme"
6,"Danny Elfman","Sleepy Hollow - Main Theme"
6,"Danny Elfman","Big Fish - Main Theme"
6,"Danny Elfman","Corpse Bride - Victor's Piano Solo"
6,"Lalo Schifrin","Mission: Impossible - Main Theme (Full version)"
6,"Danny Elfman","Mission: Impossible (1996 film theme)"
6,"Hans Zimmer","Mission: Impossible 2 - Injection"
6,"Michael Giacchino","Mission: Impossible III - Main Theme"
6,"Michael Giacchino","Mission: Impossible - Ghost Protocol Main Theme"
6,"John Williams","Jurassic Park - Journey to the Island"
6,"Michael Giacchino","Jurassic World - As the Jurassic World Turns"
6,"Michael Giacchino","Coco - The World Es Mi Familia"
6,"Michael Giacchino","Zootopia - Suite"
6,"Michael Giacchino","Doctor Strange - The Master of the Mystic"
6,"Michael Giacchino","Rogue One - Your Father Would Be Proud"
7,"Tomoya Oshima (SID)","Black Butler - Monochrome no Kiss (Concert Arr.)"
7,"YUI","Again (Fullmetal Alchemist - Concert Arr.)"
